Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per move,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
top_agent,"(5, 5)",4,8,7,1,1,0.002,3001,60.02,500,10,3709,7.418,319,0.638,10,150,3,28,0.56,9
bottom_agent,"(5, 5)",4,8,7,1,0,0,3511,70.22,500,10,3168,6.336,442,0.884,10,150,3,24,0.48,8
top_agent,"(5, 5)",4,7,6,1,0,0,3295,65.9,500,10,3572,7.144,403,0.806,10,200,4,230,4.6,63
bottom_agent,"(5, 5)",4,7,6,1,2,0.004,3791,75.82,500,10,3371,6.742,542,1.084,10,150,3,518,10.36,125
top_agent,"(5, 5)",4,10,9,1,0,0,2987,59.74,500,10,3808,7.616,316,0.632,10,300,6,134,2.68,37
bottom_agent,"(5, 5)",4,10,9,1,0,0,3693,73.86,500,10,3787,7.574,520,1.04,10,150,3,25,0.5,8
top_agent,"(5, 5)",4,4,3,1,1,0.002,3434,68.68,500,10,3795,7.59,434,0.868,10,150,3,434,8.68,86
bottom_agent,"(5, 5)",4,4,3,1,1,0.002,3010,60.2,500,10,3461,6.922,359,0.718,10,150,3,18,0.36,6
top_agent,"(5, 5)",4,7,6,1,0,0,3035,60.7,500,10,3912,7.824,336,0.672,10,150,3,173,3.46,36
bottom_agent,"(5, 5)",4,7,6,1,0,0,3574,71.48,500,10,3735,7.47,442,0.884,10,250,5,306,6.12,64
top_agent,"(5, 5)",4,4,3,1,0,0,2635,52.7,500,10,4424,8.848,274,0.548,10,150,3,34,0.68,10
bottom_agent,"(5, 5)",4,4,3,1,0,0,3122,62.44,500,10,3883,7.766,371,0.742,10,150,3,77,1.54,23
top_agent,"(5, 5)",4,5,4,1,1,0.002,3014,60.28,500,10,3552,7.104,356,0.712,10,150,3,101,2.02,30
bottom_agent,"(5, 5)",4,5,4,1,1,0.002,3872,77.44,500,10,3669,7.338,544,1.088,10,150,3,345,6.9,94
top_agent,"(5, 5)",4,6,5,1,2,0.004,2969,59.38,500,10,3189,6.378,348,0.696,10,150,3,207,4.14,56
bottom_agent,"(5, 5)",4,6,5,1,1,0.002,4248,84.96,500,10,3725,7.45,578,1.156,10,150,3,776,15.52,139
top_agent,"(5, 5)",4,8,7,1,1,0.002,3511,70.22,500,10,3753,7.506,465,0.93,10,150,3,226,4.52,55
bottom_agent,"(5, 5)",4,8,7,1,0,0,3439,68.78,500,10,3581,7.162,455,0.91,10,150,3,32,0.64,10
top_agent,"(5, 5)",4,11,10,1,0,0,2813,56.26,500,10,3265,6.53,309,0.618,10,150,3,72,1.44,22
bottom_agent,"(5, 5)",4,11,10,1,0,0,3286,65.72,500,10,3440,6.88,419,0.838,10,150,3,85,1.7,25
top_agent,"(5, 5)",4,3,2,1,0,0,2505,50.1,500,10,3233,6.466,249,0.498,10,150,3,18,0.36,6
bottom_agent,"(5, 5)",4,3,2,1,0,0,2941,58.82,500,10,3514,7.028,345,0.69,10,150,3,53,1.06,16
top_agent,"(5, 5)",4,0,0,0,0,0,2733,54.66,500,10,3322,6.644,293,0.586,10,150,3,25,0.5,8
bottom_agent,"(5, 5)",4,0,0,0,0,0,3252,65.04,500,10,3557,7.114,411,0.822,10,150,3,102,2.04,33
top_agent,"(5, 5)",4,12,11,1,0,0,2639,52.78,500,10,3853,7.706,269,0.538,10,150,3,58,1.16,18
bottom_agent,"(5, 5)",4,12,11,1,0,0,3735,74.7,500,10,3771,7.542,493,0.986,10,150,3,179,3.58,48
top_agent,"(5, 5)",4,2,1,1,1,0.002,3017,60.34,500,10,3126,6.252,345,0.69,10,150,3,113,2.26,32
bottom_agent,"(5, 5)",4,2,1,1,0,0,3192,63.84,500,10,3457,6.914,397,0.794,10,150,3,108,2.16,30
top_agent,"(5, 5)",4,4,3,1,0,0,3382,67.64,500,10,3942,7.884,387,0.774,10,350,7,182,3.64,48
bottom_agent,"(5, 5)",4,4,3,1,1,0.002,3787,75.74,500,10,3628,7.256,478,0.956,10,150,3,17,0.34,5
top_agent,"(5, 5)",4,15,14,1,1,0.002,3427,68.54,500,10,3741,7.482,392,0.784,10,350,7,351,7.02,74
bottom_agent,"(5, 5)",4,15,14,1,0,0,3251,65.02,500,10,3768,7.536,396,0.792,10,150,3,29,0.58,9
top_agent,"(5, 5)",4,1,0,1,0,0,3027,60.54,500,10,3659,7.318,324,0.648,10,150,3,16,0.32,5
bottom_agent,"(5, 5)",4,1,0,1,0,0,4118,82.36,500,10,3618,7.236,552,1.104,10,350,7,484,9.68,96
top_agent,"(5, 5)",4,0,0,0,0,0,3057,61.14,500,10,3818,7.636,369,0.738,10,150,3,74,1.48,23
bottom_agent,"(5, 5)",4,0,0,0,1,0.002,3319,66.38,500,10,3828,7.656,405,0.81,10,150,3,27,0.54,9
top_agent,"(5, 5)",4,0,0,0,0,0,3003,60.06,500,10,4026,8.052,353,0.706,10,150,3,88,1.76,25
bottom_agent,"(5, 5)",4,0,0,0,1,0.002,3989,79.78,500,10,4014,8.028,563,1.126,10,150,3,443,8.86,108
top_agent,"(5, 5)",4,3,2,1,0,0,2854,57.08,500,10,3795,7.59,321,0.642,10,150,3,62,1.24,18
bottom_agent,"(5, 5)",4,3,2,1,0,0,3268,65.36,500,10,3639,7.278,404,0.808,10,150,3,75,1.5,19
top_agent,"(5, 5)",4,0,0,0,0,0,4129,82.58,500,10,3459,6.918,560,1.12,10,150,3,1000,20,176
bottom_agent,"(5, 5)",4,0,0,0,0,0,4149,82.98,500,10,3434,6.868,564,1.128,10,150,3,897,17.94,163
top_agent,"(5, 5)",4,12,11,1,0,0,2819,56.38,500,10,4528,9.056,283,0.566,10,150,3,23,0.46,7
bottom_agent,"(5, 5)",4,12,11,1,0,0,3590,71.8,500,10,3900,7.8,485,0.97,10,150,3,19,0.38,6
top_agent,"(5, 5)",4,3,2,1,0,0,2770,55.4,500,10,3708,7.416,305,0.61,10,150,3,22,0.44,7
bottom_agent,"(5, 5)",4,3,2,1,1,0.002,3411,68.22,500,10,3732,7.464,420,0.84,10,150,3,43,0.86,13
top_agent,"(5, 5)",4,7,6,1,0,0,3178,63.56,500,10,3765,7.53,352,0.704,10,300,6,192,3.84,48
bottom_agent,"(5, 5)",4,7,6,1,0,0,3064,61.28,500,10,3866,7.732,355,0.71,10,150,3,29,0.58,9
top_agent,"(5, 5)",4,0,0,0,0,0,3315,66.3,500,10,3813,7.626,375,0.75,10,300,6,276,5.52,63
bottom_agent,"(5, 5)",4,0,0,0,1,0.002,3627,72.54,500,10,3380,6.76,479,0.958,10,200,4,282,5.64,70
top_agent,"(5, 5)",4,10,9,1,1,0.002,3014,60.28,500,10,3604,7.208,364,0.728,10,150,3,111,2.22,29
bottom_agent,"(5, 5)",4,10,9,1,0,0,3495,69.9,500,10,3644,7.288,477,0.954,10,150,3,84,1.68,26
top_agent,"(5, 5)",4,0,0,0,0,0,3045,60.9,500,10,3562,7.124,362,0.724,10,150,3,39,0.78,11
bottom_agent,"(5, 5)",4,0,0,0,0,0,3356,67.12,500,10,3681,7.362,419,0.838,10,150,3,208,4.16,49
top_agent,"(5, 5)",4,10,9,1,0,0,2966,59.32,500,10,3561,7.122,320,0.64,10,150,3,12,0.24,4
bottom_agent,"(5, 5)",4,10,9,1,0,0,3565,71.3,500,10,3440,6.88,454,0.908,10,150,3,26,0.52,8
top_agent,"(5, 5)",4,2,1,1,0,0,2952,59.04,500,10,3387,6.774,323,0.646,10,150,3,57,1.14,19
bottom_agent,"(5, 5)",4,2,1,1,0,0,3438,68.76,500,10,3715,7.43,412,0.824,10,300,6,158,3.16,42
top_agent,"(5, 5)",4,2,1,1,0,0,2925,58.5,500,10,3573,7.146,346,0.692,10,150,3,55,1.1,16
bottom_agent,"(5, 5)",4,2,1,1,0,0,3828,76.56,500,10,3634,7.268,498,0.996,10,300,6,231,4.62,56
top_agent,"(5, 5)",4,16,15,1,0,0,2833,56.66,500,10,3629,7.258,312,0.624,10,150,3,29,0.58,9
bottom_agent,"(5, 5)",4,16,15,1,1,0.002,3540,70.8,500,10,3849,7.698,482,0.964,10,150,3,95,1.9,24
top_agent,"(5, 5)",4,2,1,1,0,0,2675,53.5,500,10,3428,6.856,268,0.536,10,150,3,63,1.26,20
bottom_agent,"(5, 5)",4,2,1,1,0,0,3629,72.58,500,10,3697,7.394,496,0.992,10,150,3,137,2.74,37
top_agent,"(5, 5)",4,1,0,1,0,0,2997,59.94,500,10,3810,7.62,357,0.714,10,150,3,93,1.86,26
bottom_agent,"(5, 5)",4,1,0,1,0,0,4221,84.42,500,10,3481,6.962,550,1.1,10,350,7,405,8.1,90
top_agent,"(5, 5)",4,4,3,1,0,0,2912,58.24,500,10,3534,7.068,336,0.672,10,150,3,179,3.58,46
bottom_agent,"(5, 5)",4,4,3,1,0,0,3721,74.42,500,10,3616,7.232,515,1.03,10,150,3,240,4.8,61
top_agent,"(5, 5)",4,22,21,1,0,0,2637,52.74,500,10,4132,8.264,272,0.544,10,150,3,29,0.58,9
bottom_agent,"(5, 5)",4,22,21,1,1,0.002,3462,69.24,500,10,3773,7.546,407,0.814,10,250,5,153,3.06,42
top_agent,"(5, 5)",4,6,5,1,0,0,3131,62.62,500,10,3728,7.456,392,0.784,10,150,3,136,2.72,39
bottom_agent,"(5, 5)",4,6,5,1,2,0.004,3990,79.8,500,10,3594,7.188,542,1.084,10,150,3,699,13.98,146
top_agent,"(5, 5)",4,1,0,1,0,0,2850,57,500,10,3884,7.768,308,0.616,10,150,3,83,1.66,25
bottom_agent,"(5, 5)",4,1,0,1,0,0,3101,62.02,500,10,3648,7.296,384,0.768,10,150,3,71,1.42,23
top_agent,"(5, 5)",4,1,0,1,0,0,3235,64.7,500,10,3741,7.482,387,0.774,10,150,3,179,3.58,43
bottom_agent,"(5, 5)",4,1,0,1,0,0,3347,66.94,500,10,3293,6.586,410,0.82,10,150,3,182,3.64,46
top_agent,"(5, 5)",4,2,1,1,0,0,3120,62.4,500,10,4009,8.018,382,0.764,10,150,3,274,5.48,69
bottom_agent,"(5, 5)",4,2,1,1,0,0,3738,74.76,500,10,3717,7.434,474,0.948,10,150,3,104,2.08,30
top_agent,"(5, 5)",4,0,0,0,0,0,2824,56.48,500,10,4143,8.286,302,0.604,10,150,3,9,0.18,3
bottom_agent,"(5, 5)",4,0,0,0,1,0.002,3247,64.94,500,10,3935,7.87,402,0.804,10,150,3,50,1,16
top_agent,"(5, 5)",4,2,1,1,0,0,2948,58.96,500,10,3450,6.9,351,0.702,10,150,3,173,3.46,47
bottom_agent,"(5, 5)",4,2,1,1,1,0.002,3708,74.16,500,10,3920,7.84,501,1.002,10,150,3,213,4.26,52
top_agent,"(5, 5)",4,0,0,0,0,0,2419,48.38,500,10,3458,6.916,224,0.448,10,150,3,15,0.3,5
bottom_agent,"(5, 5)",4,0,0,0,1,0.002,2963,59.26,500,10,3885,7.77,344,0.688,10,150,3,83,1.66,18
top_agent,"(5, 5)",4,10,9,1,0,0,3254,65.08,500,10,4204,8.408,393,0.786,10,150,3,219,4.38,53
bottom_agent,"(5, 5)",4,10,9,1,1,0.002,3334,66.68,500,10,3530,7.06,435,0.87,10,150,3,26,0.52,8
top_agent,"(5, 5)",4,0,0,0,0,0,2832,56.64,500,10,4448,8.896,309,0.618,10,150,3,7,0.14,2
bottom_agent,"(5, 5)",4,0,0,0,0,0,3840,76.8,500,10,3603,7.206,516,1.032,10,150,3,372,7.44,78
top_agent,"(5, 5)",4,14,13,1,0,0,2967,59.34,500,10,3806,7.612,348,0.696,10,150,3,141,2.82,42
bottom_agent,"(5, 5)",4,14,13,1,1,0.002,3382,67.64,500,10,3807,7.614,423,0.846,10,150,3,186,3.72,43
top_agent,"(5, 5)",4,2,1,1,0,0,3622,72.44,500,10,3918,7.836,449,0.898,10,150,3,669,13.38,122
bottom_agent,"(5, 5)",4,2,1,1,0,0,4087,81.74,500,10,3488,6.976,548,1.096,10,150,3,696,13.92,126
top_agent,"(5, 5)",4,3,2,1,0,0,3246,64.92,500,10,3816,7.632,426,0.852,10,150,3,370,7.4,95
bottom_agent,"(5, 5)",4,3,2,1,0,0,3518,70.36,500,10,3632,7.264,462,0.924,10,150,3,433,8.66,97
top_agent,"(5, 5)",4,13,12,1,0,0,3115,62.3,500,10,3470,6.94,386,0.772,10,150,3,131,2.62,34
bottom_agent,"(5, 5)",4,13,12,1,0,0,3546,70.92,500,10,3519,7.038,457,0.914,10,150,3,65,1.3,20
top_agent,"(5, 5)",4,0,0,0,0,0,2518,50.36,500,10,3569,7.138,238,0.476,10,200,4,25,0.5,8
bottom_agent,"(5, 5)",4,0,0,0,0,0,3656,73.12,500,10,3959,7.918,497,0.994,10,150,3,78,1.56,22
top_agent,"(5, 5)",4,1,0,1,0,0,3022,60.44,500,10,3680,7.36,360,0.72,10,150,3,154,3.08,43
bottom_agent,"(5, 5)",4,1,0,1,0,0,3676,73.52,500,10,3718,7.436,462,0.924,10,300,6,202,4.04,52
top_agent,"(5, 5)",4,13,12,1,0,0,2782,55.64,500,10,3863,7.726,296,0.592,10,150,3,26,0.52,8
bottom_agent,"(5, 5)",4,13,12,1,0,0,3398,67.96,500,10,3383,6.766,437,0.874,10,150,3,60,1.2,18
top_agent,"(5, 5)",4,14,13,1,0,0,3119,62.38,500,10,4218,8.436,396,0.792,10,200,4,269,5.38,73
bottom_agent,"(5, 5)",4,14,13,1,1,0.002,3232,64.64,500,10,3615,7.23,415,0.83,10,150,3,110,2.2,33
top_agent,"(5, 5)",4,1,0,1,0,0,3260,65.2,500,10,4022,8.044,409,0.818,10,150,3,308,6.16,79
bottom_agent,"(5, 5)",4,1,0,1,1,0.002,3825,76.5,500,10,3638,7.276,530,1.06,10,150,3,689,13.78,153
top_agent,"(5, 5)",4,2,1,1,1,0.002,3145,62.9,500,10,3276,6.552,380,0.76,10,150,3,159,3.18,43
bottom_agent,"(5, 5)",4,2,1,1,1,0.002,3368,67.36,500,10,3670,7.34,414,0.828,10,200,4,92,1.84,29
top_agent,"(5, 5)",4,19,18,1,1,0.002,3233,64.66,500,10,4118,8.236,408,0.816,10,150,3,231,4.62,56
bottom_agent,"(5, 5)",4,19,18,1,0,0,3403,68.06,500,10,3985,7.97,448,0.896,10,150,3,65,1.3,20
top_agent,"(5, 5)",4,0,0,0,0,0,3073,61.46,500,10,3795,7.59,333,0.666,10,150,3,14,0.28,4
bottom_agent,"(5, 5)",4,0,0,0,0,0,3649,72.98,500,10,3486,6.972,498,0.996,10,150,3,110,2.2,35
top_agent,"(5, 5)",4,12,11,1,0,0,3082,61.64,500,10,3452,6.904,391,0.782,10,150,3,251,5.02,63
bottom_agent,"(5, 5)",4,12,11,1,0,0,3235,64.7,500,10,3665,7.33,420,0.84,10,150,3,229,4.58,70
top_agent,"(5, 5)",4,7,6,1,1,0.002,2881,57.62,500,10,3243,6.486,337,0.674,10,150,3,60,1.2,19
bottom_agent,"(5, 5)",4,7,6,1,0,0,3421,68.42,500,10,3292,6.584,449,0.898,10,150,3,112,2.24,33
top_agent,"(5, 5)",4,7,6,1,0,0,2677,53.54,500,10,3114,6.228,283,0.566,10,150,3,13,0.26,4
bottom_agent,"(5, 5)",4,7,6,1,3,0.006,3158,63.16,500,10,3312,6.624,378,0.756,10,150,3,46,0.92,15
top_agent,"(5, 5)",4,1,0,1,0,0,3108,62.16,500,10,3708,7.416,333,0.666,10,350,7,132,2.64,37
bottom_agent,"(5, 5)",4,1,0,1,0,0,3673,73.46,500,10,3704,7.408,492,0.984,10,150,3,49,0.98,16
top_agent,"(5, 5)",4,0,0,0,0,0,2709,54.18,500,10,3297,6.594,276,0.552,10,200,4,12,0.24,3
bottom_agent,"(5, 5)",4,0,0,0,0,0,3348,66.96,500,10,3277,6.554,412,0.824,10,200,4,13,0.26,4
top_agent,"(5, 5)",4,7,6,1,0,0,3026,60.52,500,10,3744,7.488,362,0.724,10,150,3,28,0.56,9
bottom_agent,"(5, 5)",4,7,6,1,1,0.002,3481,69.62,500,10,3863,7.726,458,0.916,10,150,3,166,3.32,44
top_agent,"(5, 5)",4,10,9,1,0,0,3043,60.86,500,10,3464,6.928,363,0.726,10,150,3,15,0.3,5
bottom_agent,"(5, 5)",4,10,9,1,1,0.002,3741,74.82,500,10,3671,7.342,513,1.026,10,150,3,239,4.78,73
top_agent,"(5, 5)",4,0,0,0,0,0,2974,59.48,500,10,3572,7.144,350,0.7,10,150,3,147,2.94,40
bottom_agent,"(5, 5)",4,0,0,0,0,0,3443,68.86,500,10,3694,7.388,448,0.896,10,150,3,62,1.24,20
top_agent,"(5, 5)",4,13,12,1,0,0,3003,60.06,500,10,3606,7.212,347,0.694,10,150,3,242,4.84,61
bottom_agent,"(5, 5)",4,13,12,1,2,0.004,3366,67.32,500,10,3728,7.456,434,0.868,10,150,3,269,5.38,67
top_agent,"(5, 5)",4,0,0,0,0,0,2840,56.8,500,10,3759,7.518,308,0.616,10,150,3,16,0.32,5
bottom_agent,"(5, 5)",4,0,0,0,0,0,3964,79.28,500,10,3585,7.17,514,1.028,10,300,6,563,11.26,114
top_agent,"(5, 5)",4,7,6,1,0,0,2852,57.04,500,10,3439,6.878,340,0.68,10,150,3,90,1.8,30
bottom_agent,"(5, 5)",4,7,6,1,0,0,3377,67.54,500,10,3527,7.054,437,0.874,10,150,3,108,2.16,28
top_agent,"(5, 5)",4,3,2,1,0,0,3220,64.4,500,10,3683,7.366,345,0.69,10,350,7,160,3.2,38
bottom_agent,"(5, 5)",4,3,2,1,0,0,3334,66.68,500,10,3747,7.494,422,0.844,10,150,3,37,0.74,12
top_agent,"(5, 5)",4,1,0,1,0,0,3208,64.16,500,10,3466,6.932,395,0.79,10,200,4,249,4.98,65
bottom_agent,"(5, 5)",4,1,0,1,0,0,3617,72.34,500,10,3599,7.198,458,0.916,10,200,4,182,3.64,50
top_agent,"(5, 5)",4,2,1,1,0,0,3163,63.26,500,10,3440,6.88,366,0.732,10,200,4,263,5.26,60
bottom_agent,"(5, 5)",4,2,1,1,1,0.002,3921,78.42,500,10,3447,6.894,576,1.152,10,150,3,724,14.48,175
top_agent,"(5, 5)",4,5,4,1,0,0,2708,54.16,500,10,3658,7.316,286,0.572,10,150,3,33,0.66,10
bottom_agent,"(5, 5)",4,5,4,1,1,0.002,3823,76.46,500,10,3683,7.366,521,1.042,10,150,3,354,7.08,91
top_agent,"(5, 5)",4,1,0,1,2,0.004,3028,60.56,500,10,3405,6.81,355,0.71,10,150,3,116,2.32,32
bottom_agent,"(5, 5)",4,1,0,1,0,0,3629,72.58,500,10,3981,7.962,483,0.966,10,150,3,166,3.32,29
top_agent,"(5, 5)",4,9,8,1,0,0,3227,64.54,500,10,3708,7.416,417,0.834,10,150,3,288,5.76,76
bottom_agent,"(5, 5)",4,9,8,1,0,0,3496,69.92,500,10,3490,6.98,460,0.92,10,150,3,301,6.02,73
top_agent,"(5, 5)",4,0,0,0,0,0,3097,61.94,500,10,4182,8.364,363,0.726,10,150,3,199,3.98,48
bottom_agent,"(5, 5)",4,0,0,0,0,0,3542,70.84,500,10,4297,8.594,457,0.914,10,150,3,269,5.38,56
top_agent,"(5, 5)",4,0,0,0,0,0,2985,59.7,500,10,3193,6.386,361,0.722,10,150,3,301,6.02,87
bottom_agent,"(5, 5)",4,0,0,0,0,0,3701,74.02,500,10,3892,7.784,515,1.03,10,150,3,348,6.96,93
top_agent,"(5, 5)",4,5,4,1,0,0,2940,58.8,500,10,3740,7.48,308,0.616,10,150,3,24,0.48,8
bottom_agent,"(5, 5)",4,5,4,1,0,0,3612,72.24,500,10,3641,7.282,473,0.946,10,150,3,162,3.24,35
top_agent,"(5, 5)",4,3,2,1,0,0,2963,59.26,500,10,3796,7.592,338,0.676,10,150,3,80,1.6,23
bottom_agent,"(5, 5)",4,3,2,1,0,0,3289,65.78,500,10,3368,6.736,404,0.808,10,150,3,83,1.66,27
top_agent,"(5, 5)",4,6,5,1,0,0,2854,57.08,500,10,4254,8.508,324,0.648,10,150,3,66,1.32,21
bottom_agent,"(5, 5)",4,6,5,1,0,0,3625,72.5,500,10,3821,7.642,486,0.972,10,150,3,227,4.54,49
top_agent,"(5, 5)",4,3,2,1,0,0,2805,56.1,500,10,3592,7.184,314,0.628,10,150,3,178,3.56,49
bottom_agent,"(5, 5)",4,3,2,1,0,0,3458,69.16,500,10,3635,7.27,459,0.918,10,150,3,138,2.76,40
top_agent,"(5, 5)",4,2,1,1,2,0.004,3021,60.42,500,10,3810,7.62,360,0.72,10,150,3,140,2.8,37
bottom_agent,"(5, 5)",4,2,1,1,0,0,3965,79.3,500,10,3486,6.972,555,1.11,10,150,3,588,11.76,135
top_agent,"(5, 5)",4,4,3,1,0,0,2918,58.36,500,10,3259,6.518,337,0.674,10,150,3,154,3.08,45
bottom_agent,"(5, 5)",4,4,3,1,0,0,3381,67.62,500,10,3809,7.618,407,0.814,10,200,4,85,1.7,26
top_agent,"(5, 5)",4,7,6,1,0,0,3161,63.22,500,10,3977,7.954,396,0.792,10,150,3,184,3.68,53
bottom_agent,"(5, 5)",4,7,6,1,0,0,3780,75.6,500,10,3479,6.958,509,1.018,10,150,3,420,8.4,96
top_agent,"(5, 5)",4,1,0,1,0,0,3239,64.78,500,10,3371,6.742,393,0.786,10,150,3,171,3.42,49
bottom_agent,"(5, 5)",4,1,0,1,0,0,3839,76.78,500,10,3748,7.496,515,1.03,10,150,3,533,10.66,113
top_agent,"(5, 5)",4,6,5,1,0,0,3327,66.54,500,10,3499,6.998,396,0.792,10,150,3,34,0.68,10
bottom_agent,"(5, 5)",4,6,5,1,1,0.002,3389,67.78,500,10,3285,6.57,447,0.894,10,150,3,102,2.04,29
top_agent,"(5, 5)",4,6,5,1,0,0,3083,61.66,500,10,3878,7.756,379,0.758,10,150,3,316,6.32,69
bottom_agent,"(5, 5)",4,6,5,1,0,0,3358,67.16,500,10,4048,8.096,402,0.804,10,150,3,223,4.46,65
top_agent,"(5, 5)",4,3,2,1,0,0,3116,62.32,500,10,3840,7.68,391,0.782,10,150,3,242,4.84,66
bottom_agent,"(5, 5)",4,3,2,1,1,0.002,3281,65.62,500,10,3570,7.14,413,0.826,10,150,3,146,2.92,39
top_agent,"(5, 5)",4,0,0,0,1,0.002,2854,57.08,500,10,4130,8.26,291,0.582,10,150,3,42,0.84,13
bottom_agent,"(5, 5)",4,0,0,0,0,0,3871,77.42,500,10,3788,7.576,532,1.064,10,150,3,597,11.94,146
top_agent,"(5, 5)",4,1,0,1,1,0.002,2782,55.64,500,10,3404,6.808,316,0.632,10,150,3,57,1.14,17
bottom_agent,"(5, 5)",4,1,0,1,0,0,3398,67.96,500,10,3285,6.57,429,0.858,10,150,3,63,1.26,19
top_agent,"(5, 5)",4,8,7,1,0,0,2980,59.6,500,10,4007,8.014,356,0.712,10,150,3,0,0,0
bottom_agent,"(5, 5)",4,8,7,1,1,0.002,3099,61.98,500,10,3449,6.898,384,0.768,10,150,3,97,1.94,30
top_agent,"(5, 5)",4,3,2,1,0,0,2927,58.54,500,10,3441,6.882,349,0.698,10,150,3,199,3.98,53
bottom_agent,"(5, 5)",4,3,2,1,0,0,3661,73.22,500,10,3715,7.43,482,0.964,10,250,5,189,3.78,51
top_agent,"(5, 5)",4,10,9,1,0,0,2960,59.2,500,10,3835,7.67,341,0.682,10,150,3,79,1.58,23
bottom_agent,"(5, 5)",4,10,9,1,0,0,3407,68.14,500,10,3965,7.93,426,0.852,10,150,3,264,5.28,57
top_agent,"(5, 5)",4,4,3,1,0,0,2829,56.58,500,10,3544,7.088,344,0.688,10,150,3,217,4.34,61
bottom_agent,"(5, 5)",4,4,3,1,0,0,3568,71.36,500,10,3391,6.782,471,0.942,10,150,3,140,2.8,37
top_agent,"(5, 5)",4,0,0,0,0,0,3402,68.04,500,10,3784,7.568,379,0.758,10,150,3,20,0.4,6
bottom_agent,"(5, 5)",4,0,0,0,0,0,3856,77.12,500,10,3824,7.648,493,0.986,10,150,3,22,0.44,7
top_agent,"(5, 5)",4,1,0,1,0,0,3213,64.26,500,10,3211,6.422,390,0.78,10,150,3,23,0.46,7
bottom_agent,"(5, 5)",4,1,0,1,0,0,3553,71.06,500,10,3643,7.286,484,0.968,10,150,3,257,5.14,61
top_agent,"(5, 5)",4,1,0,1,1,0.002,2898,57.96,500,10,4057,8.114,321,0.642,10,250,5,105,2.1,26
bottom_agent,"(5, 5)",4,1,0,1,0,0,3734,74.68,500,10,3556,7.112,490,0.98,10,150,3,586,11.72,131
top_agent,"(5, 5)",4,0,0,0,0,0,3221,64.42,500,10,3231,6.462,398,0.796,10,150,3,110,2.2,28
bottom_agent,"(5, 5)",4,0,0,0,0,0,3627,72.54,500,10,3611,7.222,485,0.97,10,150,3,141,2.82,41
top_agent,"(5, 5)",5,5,4,1,7,0.014,2479,49.58,500,10,2481,4.962,232,0.464,10,200,4,125,2.5,36
bottom_agent,"(5, 5)",5,5,4,1,3,0.006,2641,52.82,500,10,2317,4.634,272,0.544,10,200,4,176,3.52,41
top_agent,"(5, 5)",5,2,1,1,39,0.078,2248,44.96,500,10,2706,5.412,209,0.418,10,150,3,52,1.04,16
bottom_agent,"(5, 5)",5,2,1,1,35,0.07,2571,51.42,500,10,2777,5.554,260,0.52,10,150,3,42,0.84,13
top_agent,"(5, 5)",5,1,0,1,9,0.018,2300,46,500,10,2369,4.738,209,0.418,10,150,3,97,1.94,30
bottom_agent,"(5, 5)",5,1,0,1,12,0.024,2536,50.72,500,10,2418,4.836,277,0.554,10,150,3,169,3.38,45
top_agent,"(5, 5)",5,0,0,0,4,0.008,2541,50.82,500,10,2337,4.674,268,0.536,10,150,3,115,2.3,36
bottom_agent,"(5, 5)",5,0,0,0,5,0.01,2314,46.28,500,10,2311,4.622,209,0.418,10,150,3,6,0.12,2
top_agent,"(5, 5)",5,6,5,1,13,0.026,2280,45.6,500,10,2430,4.86,203,0.406,10,150,3,24,0.48,8
bottom_agent,"(5, 5)",5,6,5,1,12,0.024,2323,46.46,500,10,2194,4.388,228,0.456,10,150,3,42,0.84,14
top_agent,"(5, 5)",5,0,0,0,6,0.012,2097,41.94,500,10,2183,4.366,163,0.326,10,150,3,6,0.12,2
bottom_agent,"(5, 5)",5,0,0,0,5,0.01,2264,45.28,500,10,2943,5.886,203,0.406,10,150,3,28,0.56,9
top_agent,"(5, 5)",5,4,3,1,8,0.016,2496,49.92,500,10,2678,5.356,242,0.484,10,150,3,183,3.66,46
bottom_agent,"(5, 5)",5,4,3,1,5,0.01,2382,47.64,500,10,2661,5.322,222,0.444,10,150,3,13,0.26,4
top_agent,"(5, 5)",5,2,1,1,2,0.004,2381,47.62,500,10,2623,5.246,212,0.424,10,150,3,57,1.14,18
bottom_agent,"(5, 5)",5,2,1,1,15,0.03,2390,47.8,500,10,2532,5.064,235,0.47,10,150,3,43,0.86,12
top_agent,"(5, 5)",5,0,0,0,6,0.012,2240,44.8,500,10,2702,5.404,179,0.358,10,200,4,87,1.74,25
bottom_agent,"(5, 5)",5,0,0,0,9,0.018,2465,49.3,500,10,2673,5.346,253,0.506,10,150,3,113,2.26,35
top_agent,"(5, 5)",5,0,0,0,4,0.008,2561,51.22,500,10,2985,5.97,270,0.54,10,150,3,279,5.58,75
bottom_agent,"(5, 5)",5,0,0,0,6,0.012,2631,52.62,500,10,2719,5.438,274,0.548,10,150,3,59,1.18,18
